-27,-40,35
-26,-40,36
-25,-41,37
-24,-40,38
-23,-41,39
-23,-40,38
-23,-39,36
-19,-39,37
-19,-39,37
-18,-38,36
-17,-38,34
-10,-38,37
-9,-35,36
-4,-35,37
-2,-36,38
2,-34,40
4,-36,39
5,-36,40
17,-33,42
26,-34,44
31,-32,46
45,-30,49
47,-27,50
50,-22,57
49,-21,52
51,-9,50
53,-4,49
54,-2,46
53,-2,48
54,-1,49
59,0,46
62,2,46
63,1,40
61,1,39
59,1,38
55,3,37
52,3,38
49,6,40
50,6,42
49,7,41
49,5,41
49,5,40
51,4,41
48,5,41
50,4,40
51,5,40
48,6,39
49,7,39
50,6,39
49,6,38
49,7,39
50,7,39
49,6,39
51,7,40
50,8,41
54,6,41
48,6,40
47,6,41
49,6,39
51,3,37
48,5,38
49,4,38
50,4,38
53,4,37
51,5,38
50,5,41
51,5,41
49,5,41
50,4,40
51,3,39
46,4,39
48,2,42
46,4,42
47,4,42
48,5,42
49,5,42
51,6,40
48,5,40
50,5,41
49,4,40
52,4,40
49,4,38
49,4,40
48,4,39
51,3,39
51,3,38
48,4,40
50,3,39
52,3,37
50,2,38
49,3,39
49,4,41
52,4,42
49,4,41
49,4,41
44,3,42
51,4,42
48,3,41
46,3,41
48,2,41
48,2,40
50,3,39
51,2,40
50,4,40
51,4,40
51,4,39
49,4,39
49,3,39
50,3,40
53,1,38
53,0,37
47,2,42
46,1,41
49,1,42
44,3,42
50,1,42
49,4,40
47,6,42
47,4,44
49,3,41
47,4,40
50,2,41
48,1,38
47,1,41
48,1,41
51,2,41
49,3,38
50,3,41
52,3,40
51,2,39
50,3,39
50,2,39
49,2,39
49,0,39
53,-1,38
49,0,40
47,0,41
49,3,42
50,3,41
50,4,41
48,3,41
49,3,41
49,4,40
51,2,40
50,1,39
50,0,38
48,0,40
50,0,39
54,1,38
48,1,38
48,3,43
49,3,42
50,5,41
48,4,41
48,3,42
47,3,41
49,2,38
47,2,39
48,1,40
50,2,39
50,3,40
51,3,41
51,4,42
51,3,40
49,4,42
47,3,39
52,2,41
49,1,37
49,1,39
50,2,37
50,1,39
51,1,38
47,4,40
51,3,42
48,2,42
48,3,43
47,3,41
52,1,39
48,1,41
49,4,41
49,4,38
49,3,41
48,3,41
50,5,39
51,4,39
49,3,42
53,2,38
54,2,37
49,2,39
49,1,39
50,2,40
47,1,38
46,2,42
47,3,40
49,1,40
53,5,41
48,3,39
49,3,42
47,4,43
47,3,42
47,0,41
46,0,41
49,0,40
48,2,41
50,5,43
51,6,42
51,5,41
52,4,40
50,3,40
48,2,42
46,2,42
44,1,43
44,0,42
48,1,44
53,0,47
54,1,49
59,0,41
58,0,42
58,-4,50
59,-4,47
61,-8,47
51,-11,51
51,-14,51
47,-22,49
43,-25,46
43,-27,48
37,-28,46
31,-31,40
29,-31,41
26,-32,40
22,-32,41
19,-32,40
15,-32,41
13,-33,41
12,-32,43
12,-35,43
12,-35,43
8,-36,45
9,-37,46
8,-39,46
7,-40,47
3,-39,48
-3,-40,48
-3,-39,48
-1,-39,47
-4,-38,47
-9,-39,47
-12,-39,46
-13,-39,44
-13,-38,43
-14,-38,42
-15,-37,41
-13,-37,41
-15,-37,42
-12,-37,42
-9,-37,44
-10,-37,43
-7,-37,44
-7,-37,48
-2,-36,48
4,-38,50
7,-38,51
17,-38,51
18,-40,49
25,-40,49
25,-40,46
25,-39,43
31,-41,46
30,-43,45
29,-40,32
42,-34,38
37,-36,39
42,-40,39
43,-39,40
36,-38,40
35,-38,41
33,-37,40
29,-33,39
28,-31,39
26,-31,36
26,-30,36
26,-31,35
25,-32,35
25,-32,35
27,-33,37
31,-33,38
34,-33,41
34,-34,41
35,-33,40
33,-33,37
37,-34,37
39,-34,35
42,-32,34
49,-28,37
54,-28,36
54,-24,39
53,-23,41
51,-18,42
53,-17,43
47,-14,39
47,-10,42
48,-9,40
49,-7,40
50,-9,44
49,-11,44
51,-11,40
54,-10,42
54,-10,39
55,-10,39
56,-10,37
56,-10,37
55,-10,39
54,-10,38
54,-7,39
50,-6,38
50,-7,38
50,-8,39
49,-9,38
51,-11,37
50,-11,37
51,-11,34
52,-11,34
51,-11,34
52,-10,34
51,-10,33
51,-11,34
52,-11,34
52,-12,34
53,-11,34
53,-11,34
54,-10,34
53,-9,35
54,-9,34
53,-9,35
52,-8,36
51,-8,36
52,-7,36
51,-7,37
51,-7,37
50,-6,37
51,-6,37
51,-5,38
51,-5,38
51,-6,38
51,-6,38
51,-6,38
51,-6,37
51,-6,37
51,-7,36
52,-7,36
52,-7,35
52,-7,36
52,-7,35
52,-7,35
52,-7,36
52,-7,36
52,-7,36
52,-7,37
51,-7,37
51,-8,37
52,-9,36
52,-9,36
52,-9,34
52,-8,34
53,-8,34
53,-9,32
52,-9,33
52,-8,33
52,-8,33
54,-8,34
55,-8,34
53,-10,34
51,-11,33
50,-10,33
52,-9,32
54,-9,33
54,-9,33
54,-8,34
53,-9,34
52,-10,35
52,-11,34
52,-10,33
53,-9,33
54,-7,34
54,-7,34
52,-7,36
51,-8,35
52,-8,35
52,-7,34
52,-6,35
53,-6,36
52,-6,36
52,-7,37
51,-8,36
51,-8,35
52,-8,36
53,-7,36
53,-7,34
53,-7,34
53,-9,34
53,-9,34
53,-9,34
53,-8,34
53,-8,34
53,-7,34
53,-7,35
52,-7,35
52,-7,35
53,-7,36
52,-7,36
52,-7,36
50,-9,35
50,-10,34
51,-9,35
51,-7,35
55,-4,34
57,-3,36
58,-3,37
54,-6,38
49,-10,35
48,-12,32
50,-11,32
57,-7,33
57,-8,37
56,-8,38
51,-9,38
51,-9,37
55,-11,34
58,-11,40
59,-13,40
61,-12,41
58,-14,42
54,-17,42
54,-18,41
51,-20,41
49,-21,39
46,-25,37
42,-26,39
40,-27,38
35,-27,33
36,-28,34
34,-29,35
33,-31,34
33,-32,32
33,-34,33
31,-35,32
32,-37,32
31,-38,34
32,-41,37
30,-42,37
27,-43,25
35,-42,38
34,-43,37
37,-50,40
36,-49,39
31,-41,29
30,-42,29
34,-44,30
35,-43,34
34,-45,36
32,-45,40
32,-45,41
24,-44,43
24,-43,44
20,-43,42
19,-43,42
13,-40,43
11,-39,41
8,-38,40
7,-35,42
5,-35,43
5,-35,46
2,-36,45
3,-36,45
4,-37,45
4,-37,46
7,-38,46
8,-37,46
7,-39,48
7,-42,49
10,-41,49
11,-41,51
10,-41,50
9,-41,49
9,-41,49
10,-40,48
11,-40,48
9,-39,47
9,-39,47
10,-39,46
11,-39,47
11,-39,46
11,-39,47
11,-38,46
12,-37,46
12,-36,46
13,-35,45
14,-35,46
14,-36,46
14,-39,47
16,-41,47
19,-42,46
23,-42,48
25,-42,47
25,-40,47
24,-40,45
23,-39,44
23,-39,43
26,-40,43
27,-42,43
27,-43,44
28,-41,43
26,-40,43
25,-40,44
25,-40,44
24,-41,43
24,-41,42
24,-42,42
23,-43,43
21,-43,43
24,-43,41
25,-42,41
23,-42,44
21,-43,45
21,-43,45
20,-43,45
20,-43,45
20,-43,44
19,-43,44
16,-42,44
13,-39,42
11,-38,41
11,-36,40
11,-36,38
10,-36,40
11,-36,40
14,-35,40
16,-33,39
14,-32,38
14,-31,34
19,-31,36
21,-33,40
24,-33,40
30,-35,38
35,-35,42
41,-34,45
47,-32,47
47,-32,50
46,-28,50
46,-26,49
45,-24,48
43,-22,48
30,-13,46
45,-17,47
45,-16,47
45,-19,49
45,-18,47
45,-17,47
42,-16,46
50,-17,45
44,-18,47
41,-17,44
44,-16,44
47,-17,45
46,-17,46
38,-15,45
49,-18,43
46,-17,41
42,-15,41
48,-16,39
45,-15,38
48,-15,40
48,-17,40
41,-17,41
46,-16,40
49,-18,39
39,-20,36
40,-21,41
48,-24,44
45,-25,39
27,-17,49
40,-19,52
39,-20,50
33,-21,53
32,-21,53
26,-20,53
28,-20,52
34,-22,51
34,-23,51
36,-22,50
41,-23,53
38,-23,54
42,-24,45
44,-26,39
45,-28,38
47,-24,41
46,-22,43
44,-18,42
43,-18,43
41,-18,43
39,-19,44
37,-17,45
36,-18,50
35,-17,55
38,-19,44
42,-17,42
44,-17,44
46,-19,45
45,-17,43
47,-18,44
36,-20,44
38,-19,45
37,-19,47
39,-19,43
37,-20,47
42,-21,52
40,-21,50
33,-17,51
19,-11,52
20,-5,55
24,-6,53
28,-6,53
30,-11,51
30,-14,48
35,-19,45
40,-19,44
41,-20,44
42,-20,42
41,-20,44
40,-20,46
40,-20,45
42,-20,45
43,-19,45
42,-19,44
42,-20,45
42,-20,45
41,-20,46
42,-21,46
42,-20,46
42,-19,46
42,-19,45
41,-19,42
41,-19,41
41,-19,39
43,-19,40
44,-18,39
45,-16,38
46,-15,38
46,-14,39
46,-13,38
50,-11,39
50,-11,39
50,-11,37
54,-10,40
52,-9,40
51,-9,39
51,-10,38
53,-11,38
53,-11,37
52,-12,34
52,-12,33
51,-12,32
52,-11,32
54,-10,32
56,-9,32
57,-9,33
57,-10,33
55,-10,33
55,-10,33
55,-10,32
55,-9,32
54,-9,31
54,-9,31
54,-9,31
54,-10,31
54,-10,31
55,-10,31
55,-9,32
54,-9,31
53,-9,31
52,-11,31
54,-11,32
58,-20,37
68,-45,44
74,-59,47
91,-73,58
87,-61,48
72,-52,22
66,-47,15
57,-33,8
51,-23,10
48,-13,9
51,11,12
44,19,15
33,25,24
31,28,29
29,27,34
29,22,41
30,18,45
30,15,46
33,14,46
40,18,43
46,22,44
36,27,40
21,17,41
19,14,40
27,-8,51
32,-12,54
37,-24,53
40,-26,49
42,-23,44
48,-21,47
48,-25,48
54,-39,52
68,-24,59
106,-33,82
44,-5,54
25,-2,42
35,-1,41
45,2,43
55,6,44
53,6,43
47,5,43
45,5,45
47,5,47
45,6,48
43,5,48
41,5,50
41,4,50
40,3,48
40,3,47
42,2,44
45,2,44
46,2,45
44,3,45
44,3,45
43,3,46
43,3,47
42,4,48
43,4,48
42,5,47
41,7,46
42,7,47
44,9,48
42,9,46
44,9,43
46,9,43
48,8,42
46,8,42
45,7,43
47,3,45
47,2,45
46,-1,47
44,-2,48
44,-3,48
44,-1,45
46,1,45
45,1,43
45,0,44
46,-1,44
46,0,44
47,1,43
47,1,43
47,2,42
49,2,42
49,1,42
48,1,41
47,1,40
48,1,40
48,1,40
49,1,40
49,0,40
50,-1,40
49,-2,39
48,-2,38
52,-3,37
52,-5,32
53,-7,29
66,-18,21
93,-23,17
111,-39,21
88,-45,20
54,-107,-22
104,-76,-57
106,14,-91
70,93,-53
49,108,-22
24,95,17
38,88,-25
66,104,-95
100,6,-50
107,-17,-1
37,-93,-42
40,-119,-6
80,-71,-25
27,-37,-5
27,-22,-18
51,-33,-19
54,-38,-26
58,-44,-48
65,-41,-41
60,-27,-36
55,-20,-40
54,-21,-46
51,-25,-42
42,-40,-36
43,-49,-39
49,-48,-33
53,-43,-36
50,-40,-35
50,-35,-25
47,-34,-26
38,-29,-25
41,-34,-23
43,-34,-19
44,-31,-14
42,-33,-12
43,-36,-8
42,-36,-7
48,-35,2
52,-36,5
52,-36,7
53,-30,13
55,-27,13
56,-24,14
53,-23,16
50,-26,18
56,-32,26
55,-32,27
51,-28,30
54,-29,31
57,-31,32
55,-32,27
47,-36,21
48,-36,21
49,-35,21
48,-32,14
49,-32,12
53,-27,19
52,-28,19
54,-29,15
50,-29,18
48,-30,16
51,-30,13
53,-30,18
60,-30,22
56,-27,22
53,-24,27
48,-19,23
44,-22,19
52,-22,24
56,-24,23
58,-26,17
59,-24,17
59,-22,18
53,-19,22
53,-17,22
54,-15,21
53,-17,21
50,-15,27
54,-16,28
59,-17,25
60,-17,27
58,-18,26
55,-19,27
54,-20,27
53,-20,25
51,-20,24
47,-19,23
49,-17,18
48,-17,14
49,-13,17
47,-13,13
48,-7,17
48,-5,16
55,-6,18
58,-9,22
61,-10,23
70,-10,19
83,-8,25
77,-3,26
69,-2,21
56,-1,23
55,0,25
57,1,26
63,0,28
64,1,26
67,1,25
65,1,24
61,0,21
61,-1,21
59,-2,19
59,-2,21
59,-3,21
58,-3,19
58,-2,19
60,-3,21
59,-4,22
58,-6,22
58,-5,22
57,-4,21
61,-2,20
60,-2,20
61,-2,23
60,-1,24
58,-1,24
58,-1,25
58,-2,25
59,-1,24
59,0,23
58,2,21
58,2,22
57,1,23
57,-2,26
57,-2,27
60,0,23
60,1,22
61,2,20
61,2,21
61,2,25
59,-1,25
57,-2,25
55,-5,23
55,-4,22
59,-2,21
60,-2,21
60,-1,21
61,0,23
61,0,24
59,-2,24
58,-2,24
57,-2,22
58,-1,22
61,1,21
62,3,23
62,3,24
59,1,25
57,0,26
55,-1,24
55,-1,23
58,0,22
60,1,22
62,2,25
61,2,26
59,1,25
56,0,24
56,0,24
57,0,24
59,1,25
60,2,25
59,2,25
58,1,26
56,0,26
57,-1,26
59,1,26
60,1,27
62,2,32
57,1,24
56,0,22
57,-1,24
56,-1,26
54,-1,25
54,-2,26
56,-2,27
56,-2,27
56,-1,27
58,-1,30
57,0,30
57,0,30
57,0,29
56,-1,29
55,-1,28
56,-1,28
57,0,29
58,0,28
55,-1,26
56,-1,26
56,-1,28
57,0,29
58,0,29
57,0,29
56,-1,28
56,-1,29
56,-1,29
57,-1,29
56,-1,28
56,-1,27
58,-1,29
57,0,29
56,0,27
56,0,26
57,0,28
56,1,30
55,1,30
56,0,29
56,-1,28
56,-1,29
57,-1,28
57,0,29
56,0,28
56,0,28
56,0,28
57,0,29
57,0,30
56,0,28
57,0,28
57,0,29
56,-1,29
55,-1,29
55,-1,29
56,-1,30
56,-1,30
56,0,30
56,1,29
59,0,30
57,1,29
56,1,29
54,0,28
55,-1,29
55,-1,30
55,-1,31
55,-1,31
56,-2,30
56,-1,30
55,-1,31
55,-1,31
55,-1,30
56,-1,29
56,0,30
56,1,31
56,1,31
55,1,31
54,0,31
55,-1,30
55,-1,30
55,-1,31
56,-1,32
56,-1,31
55,-2,30
55,-1,31
55,0,30
56,0,30
55,-1,30
56,0,31
56,-1,31
55,-1,30
56,-1,30
56,-1,31
55,-1,31
55,-1,31
55,0,31
55,0,30
55,0,30
55,0,30
56,0,30
57,0,30
57,0,30
56,0,32
55,-1,33
55,-1,32
55,-1,31
55,-1,29
55,-2,29
55,-1,31
55,-1,31
55,0,31
54,-1,30
55,-1,31
56,-1,32
55,-1,32
54,-1,31
55,-1,31
55,-1,30
55,-1,31
55,0,32
55,0,32
55,0,32
55,-1,30
56,0,30
56,-1,32
55,-1,32
55,-1,30
56,-1,31
56,-1,32
55,0,31
55,-1,30
55,-1,32
55,-1,31
55,-1,31
55,0,31
55,0,31
55,-1,31
55,-1,31
55,-1,31
54,-1,32
55,-1,32
55,-1,31
55,0,32
55,-1,32
55,-1,32
55,0,33
54,-1,34
55,-1,33
55,-2,31
55,-1,30
54,-2,31
54,-2,31
54,-3,32
55,-1,33
55,-1,33
54,-1,32
53,-1,33
55,-1,35
55,-1,34
52,-2,32
57,-1,35
56,-1,34
52,-1,31
52,-2,32
54,-2,34
54,-2,34
54,-1,34
56,-1,34
54,-1,34
52,-1,32
52,-2,32
54,-2,33
54,-2,34
53,-1,33
55,-1,35
54,-1,34
54,-1,32
54,-1,34
53,-1,34
53,-1,34
54,-1,33
54,-2,33
55,-2,33
55,-1,33
54,-1,33
54,-1,33
53,-1,33
54,-1,33
54,-1,32
54,-1,33
54,-1,33
54,-1,34
54,-1,33
55,-1,32
54,-1,33
55,-1,33
54,-1,33
54,-1,33
54,-1,33
54,-1,33
54,-1,33
55,-1,33
54,-1,33
54,-1,33
54,-1,33
54,-1,33
54,-1,33
54,-1,33
54,-1,33
54,-1,33
54,-1,33
54,-1,33
54,-1,33
55,-1,33
55,0,34
54,-1,34
54,-1,33
54,-1,32
54,-1,33
54,-1,33
53,-2,33
53,-2,33
54,-2,33
54,-2,33
54,-2,33
53,-2,33
54,-2,33
53,-2,32
56,-2,26
65,9,26
52,9,36
46,-5,43
47,-13,34
51,-10,30
51,-5,29
51,-3,32
53,0,36
56,1,36
62,3,35
64,4,35
62,5,35
56,3,34
54,3,33
52,2,31
51,1,30
49,-1,31
50,-1,34
51,-1,35
53,0,34
55,0,35
55,0,36
54,0,35
54,0,35
53,0,35
53,0,35
52,0,36
52,0,36
52,1,35
52,1,35
53,0,35
53,0,35
53,0,36
53,0,35
53,0,34
54,0,35
54,0,35
53,-1,35
53,-1,35
52,-1,34
54,-1,34
54,-1,35
53,-1,35
52,-1,34
54,-1,34
53,-1,34
53,-1,35
52,-1,34
52,-1,33
53,-1,34
53,-1,35
53,-1,35
54,0,35
54,-1,35
53,-1,35
53,-1,34
52,-1,35
52,-1,35
54,-1,36
54,-1,36
53,-1,34
53,-2,33
53,-1,34
53,-1,34
53,-1,34
54,-1,35
54,-1,35
53,-1,34
54,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,34
53,-1,35
54,-1,35
53,-1,35
53,-1,35
53,-1,33
53,-1,33
53,-1,34
53,-1,34
54,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,34
53,-1,34
53,-1,35
53,-1,35
54,-1,35
54,-1,35
53,-1,34
53,-2,33
53,-1,33
53,-1,33
54,-1,34
54,-1,34
54,0,35
54,-1,34
54,-1,34
53,-1,34
52,-1,34
53,-1,35
54,-1,35
54,-1,35
53,-1,33
53,-1,33
53,-1,34
53,-1,34
54,-1,34
53,-1,34
54,0,35
53,-1,35
53,-1,34
53,-1,33
53,-1,33
54,-1,34
54,-1,34
54,0,35
54,-1,34
53,-1,34
53,-1,35
53,-1,34
53,-1,35
54,-1,35
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,34
53,-1,34
53,-1,35
53,-1,35
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,36
53,-1,35
53,-1,35
53,0,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
52,-1,35
53,-1,35
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,35
53,-1,34
53,-1,34
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,34
53,-1,34
54,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,0,34
53,-1,34
53,-1,35
53,0,35
53,0,35
53,0,34
53,-1,35
53,-1,35
54,-1,35
54,0,35
53,0,35
53,-1,34
53,-1,34
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,36
53,0,35
53,-1,35
53,-1,35
53,-1,35
53,-1,34
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
54,-1,35
53,-1,35
53,-1,34
52,-1,34
53,-1,34
53,-1,34
53,-1,35
54,-1,36
53,-1,35
53,-1,35
53,-1,35
52,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,36
53,-1,35
52,-1,35
52,-1,35
52,-1,35
53,-1,35
53,-1,36
53,-1,35
53,-1,35
52,-1,35
52,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
52,-1,35
53,-1,35
53,-1,35
53,-1,36
53,-1,35
52,-1,35
53,-1,35
53,-2,36
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,36
53,-1,35
53,-2,35
53,-1,36
52,-2,36
53,-1,36
53,-1,36
52,-2,36
53,-1,36
53,-1,35
53,-1,36
52,-1,36
53,-1,35
53,-1,35
53,-1,36
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,36
53,-1,35
52,-1,35
52,-2,35
53,-1,35
53,-1,35
53,-1,35
53,-1,35
53,-1,36
53,-1,35
53,-1,35
52,-1,35
52,-1,35
53,-1,36
52,-1,35
52,-1,35
53,-1,37
52,-1,37
53,0,37
53,-1,35
52,-1,36
52,0,36
53,-1,37
52,-1,37
52,-1,36
51,-2,35
53,-1,37
53,-1,37
51,-1,36
52,-1,36
52,-1,36
51,-1,36
52,-1,36
53,-1,37
52,-1,36
52,-1,36
52,-1,36
52,-1,37
52,-1,36
52,-1,36
52,-1,36
52,-1,36
52,-1,36
52,-1,36
53,-1,37
52,-1,37
52,-1,36
52,-1,36
52,-1,37
52,-1,38
51,-1,38
52,-2,34
53,-2,35
54,-1,37
51,-2,36
51,-2,35
52,-2,36
52,-2,36
51,-1,36
51,-2,36
53,-2,38
53,-1,39
52,-2,36
52,-2,37
52,-2,36
52,-2,35
52,-2,36
52,-2,36
53,-2,37
53,-2,37
51,-2,36
52,-2,37
51,-2,36
51,-2,36
52,-2,36
53,-1,36
52,-1,37
52,-1,37
52,-1,36
52,-1,37
52,-1,36
52,-1,36
52,-2,36
52,-1,36
52,-1,36
52,-1,36
52,-1,36
52,-1,36
52,-2,36
52,-1,36
52,-1,36
53,-1,36
53,-1,36
52,-1,36
52,-1,36
